# RuneScape950 cache items ID/name list
# Generated UTC: 2026-09-16T23:32:13.260262200Z
# Source cache: C:\Games\950OpenSource\cache
# Index 19; definitions=63414; named=57837; unnamed=5577; errors=0
# Reference table SHA-256: ff1d2e2e9bb3e2a488bd0e475b957bdbea5276625d4489d64cb5618bf8f014c6
# All actual reference-defined IDs are included. <unnamed> means no display name; errors are reported, never guessed.
# Names come from this950 cache. Items resolve cache template names; conditional NPC/object transforms depend on game state.
# UTF-8, tab-separated; literal tabs/newlines inside names are escaped.
ID	Name	Details
1094	Rune plateskirt	noted; base=45542
1095	Leather chaps	
1096	Leather chaps	noted; base=1095
1097	Studded chaps	
1098	Studded chaps	noted; base=1097
1099	Green dragonhide chaps	
1100	Green dragonhide chaps	noted; base=1099
1101	Iron chainbody	
1102	Iron chainbody	noted; base=1101
1103	Bronze chainbody	
1104	Bronze chainbody	noted; base=1103
1105	Steel chainbody	
1106	Steel chainbody	noted; base=45463
1107	Black chainbody	
1108	Black chainbody	noted; base=1107
1109	Mithril chainbody	
1110	Mithril chainbody	noted; base=45490
1111	Adamant chainbody	
1112	Adamant chainbody	noted; base=45517
1113	Rune chainbody	
1114	Rune chainbody	noted; base=45544
1115	Iron platebody	
1116	Iron platebody	noted; base=1115
1117	Bronze platebody	
1118	Bronze platebody	noted; base=1117
1119	Steel platebody	
1120	Steel platebody	noted; base=45462
1121	Mithril platebody	
1122	Mithril platebody	noted; base=45489
1123	Adamant platebody	
1124	Adamant platebody	noted; base=45516
1125	Black platebody	
1126	Black platebody	noted; base=1125
1127	Rune platebody	
1128	Rune platebody	noted; base=45543
1129	Leather body	
1130	Leather body	noted; base=1129
1131	Hard leather body	
1132	Hard leather body	noted; base=1131
1133	Studded body	
1134	Studded body	noted; base=1133
1135	Green dragonhide body	
1136	Green dragonhide body	noted; base=1135
1137	Iron med helm	
1138	Iron med helm	noted; base=1137
1139	Bronze med helm	
1140	Bronze med helm	noted; base=1139
1141	Steel med helm	
1142	Steel med helm	noted; base=45459
1143	Mithril med helm	
1144	Mithril med helm	noted; base=45486
1145	Adamant med helm	
1146	Adamant med helm	noted; base=45513
1147	Rune med helm	
1148	Rune med helm	noted; base=45540
1149	Dragon helm	
1150	Dragon helm	noted; base=1149
1151	Black helm	
1152	Black helm	noted; base=1151
1153	Iron full helm	
1154	Iron full helm	noted; base=1153
1155	Bronze full helm	
1156	Bronze full helm	noted; base=1155
1157	Steel full helm	
1158	Steel full helm	noted; base=45458
1159	Mithril full helm	
1160	Mithril full helm	noted; base=45485
1161	Adamant full helm	
1162	Adamant full helm	noted; base=45512
1163	Rune full helm	
1164	Rune full helm	noted; base=45539
1165	Black full helm	
1166	Black full helm	noted; base=1165
1167	Leather cowl	
1168	Leather cowl	noted; base=1167
1169	Studded leather coif	
1170	Studded leather coif	noted; base=1169
1171	Wooden shield	
1172	Wooden shield	noted; base=1171
1173	Bronze square shield	
1174	Bronze square shield	noted; base=1173
1175	Iron square shield	
1176	Iron square shield	noted; base=1175
1177	Steel sq shield	
1178	Steel square shield	noted; base=45464
1179	Black sq shield	
1180	Black sq shield	noted; base=1179
1181	Mithril sq shield	
1182	Mithril square shield	noted; base=45491
1183	Adamant sq shield	
1184	Adamant square shield	noted; base=45518
1185	Rune sq shield	
1186	Rune square shield	noted; base=45545
1187	Dragon sq shield	
1188	Dragon sq shield	noted; base=1187
1189	Bronze kiteshield	
1190	Bronze kiteshield	noted; base=1189
1191	Iron kiteshield	
1192	Iron kiteshield	noted; base=1191
1193	Steel kiteshield	
1194	Steel kiteshield	noted; base=45465
1195	Black kiteshield	
1196	Black kiteshield	noted; base=1195
1197	Mithril kiteshield	
1198	Mithril kiteshield	noted; base=45492
1199	Adamant kiteshield	
1200	Adamant kiteshield	noted; base=45519
1201	Rune kiteshield	
1202	Rune kiteshield	noted; base=45546
1203	Iron dagger	
1204	Iron dagger	noted; base=1203
1205	Bronze dagger	
1206	Bronze dagger	noted; base=1205
1207	Steel dagger	
1208	Steel dagger	noted; base=45441
1209	Mithril dagger	
1210	Mithril dagger	noted; base=45468
1211	Adamant dagger	
1212	Adamant dagger	noted; base=45495
1213	Rune dagger	
1214	Rune dagger	noted; base=45522
1215	Dragon dagger	
1216	Dragon dagger	noted; base=1215
1217	Black dagger	
1218	Black dagger	noted; base=1217
1219	Iron dagger (p)	
1220	Iron dagger (p)	noted; base=1219
1221	Bronze dagger (p)	
1222	Bronze dagger (p)	noted; base=1221
1223	Steel dagger (p)	
1224	Steel dagger (p)	noted; base=1223
1225	Mithril dagger (p)	
1226	Mithril dagger (p)	noted; base=1225
1227	Adamant dagger (p)	
1228	Adamant dagger (p)	noted; base=1227
1229	Rune dagger (p)	
1230	Rune dagger (p)	noted; base=1229
1231	Dragon dagger (p)	
1232	Dragon dagger (p)	noted; base=1231
1233	Black dagger (p)	
1234	Black dagger (p)	noted; base=1233
1235	Poisoned dagger (p)	
1236	Poisoned dagger (p)	noted; base=1235
1237	Bronze spear	
1238	Bronze spear	noted; base=1237
1239	Iron spear	
1240	Iron spear	noted; base=1239
1241	Steel spear	
1242	Steel spear	noted; base=1241
1243	Mithril spear	
1244	Mithril spear	noted; base=1243
1245	Adamant spear	
1246	Adamant spear	noted; base=1245
1247	Rune spear	
1248	Rune spear	noted; base=1247
1249	Dragon spear	
1250	Dragon spear	noted; base=1249
1251	Bronze spear (p)	
1252	Bronze spear (p)	noted; base=1251
1253	Iron spear (p)	
1254	Iron spear (p)	noted; base=1253
1255	Steel spear (p)	
1256	Steel spear (p)	noted; base=1255
1257	Mithril spear (p)	
1258	Mithril spear (p)	noted; base=1257
1259	Adamant spear (p)	
1260	Adamant spear (p)	noted; base=1259
1261	Rune spear (p)	
1262	Rune spear (p)	noted; base=1261
1263	Dragon spear (p)	
1264	Dragon spear (p)	noted; base=1263
1265	Bronze pickaxe	
1266	Bronze pickaxe	noted; base=1265
1267	Iron pickaxe	
1268	Iron pickaxe	noted; base=1267
1269	Steel pickaxe	
1270	Steel pickaxe	noted; base=45467
1271	Adamant pickaxe	
1272	Adamant pickaxe	noted; base=45521
1273	Mithril pickaxe	
1274	Mithril pickaxe	noted; base=45494
1275	Rune pickaxe	
1276	Rune pickaxe	noted; base=45548
1277	Bronze sword	
1278	Bronze sword	noted; base=1277
1279	Iron sword	
1280	Iron sword	noted; base=1279
1281	Steel sword	
1282	Steel sword	noted; base=45445
1283	Black sword	
1284	Black sword	noted; base=1283
1285	Mithril sword	
1286	Mithril sword	noted; base=45472
1287	Adamant sword	
1288	Adamant sword	noted; base=45499
1289	Rune sword	
1290	Rune sword	noted; base=45526
1291	Bronze longsword	
1292	Bronze longsword	noted; base=1291
1293	Iron longsword	
1294	Iron longsword	noted; base=1293
1295	Steel longsword	
1296	Steel longsword	noted; base=45449
1297	Black longsword	
1298	Black longsword	noted; base=1297
1299	Mithril longsword	
1300	Mithril longsword	noted; base=45476
1301	Adamant longsword	
1302	Adamant longsword	noted; base=45503
1303	Rune longsword	
1304	Rune longsword	noted; base=45530
1305	Dragon longsword	
1306	Dragon longsword	noted; base=1305
1307	Bronze 2h sword	
1308	Bronze 2h sword	noted; base=1307
1309	Iron 2h sword	
1310	Iron 2h sword	noted; base=1309
1311	Steel 2h sword	
1312	Steel 2h sword	noted; base=45457
1313	Black 2h sword	
1314	Black 2h sword	noted; base=1313
1315	Mithril 2h sword	
1316	Mithril 2h sword	noted; base=45484
1317	Adamant 2h sword	
1318	Adamant 2h sword	noted; base=45511
1319	Rune 2h sword	
1320	Rune 2h sword	noted; base=45538
1321	Bronze scimitar	
1322	Bronze scimitar	noted; base=1321
1323	Iron scimitar	
1324	Iron scimitar	noted; base=1323
1325	Steel scimitar	
1326	Steel scimitar	noted; base=45447
1327	Black scimitar	
1328	Black scimitar	noted; base=1327
1329	Mithril scimitar	
1330	Mithril scimitar	noted; base=45474
1331	Adamant scimitar	
1332	Adamant scimitar	noted; base=45501
1333	Rune scimitar	
1334	Rune scimitar	noted; base=45528
1335	Iron warhammer	
1336	Iron warhammer	noted; base=1335
1337	Bronze warhammer	
1338	Bronze warhammer	noted; base=1337
1339	Steel warhammer	
1340	Steel warhammer	noted; base=45451
1341	Black warhammer	
1342	Black warhammer	noted; base=1341
1343	Mithril warhammer	
1344	Mithril warhammer	noted; base=45478
1345	Adamant warhammer	
1346	Adamant warhammer	noted; base=44926
1347	Rune warhammer	
1348	Rune warhammer	noted; base=45532
1349	Iron hatchet	
1350	Iron hatchet	noted; base=1349
1351	Bronze hatchet	
1352	Bronze hatchet	noted; base=1351
1353	Steel hatchet	
1354	Steel hatchet	noted; base=1353
1355	Mithril hatchet	
1356	Mithril hatchet	noted; base=1355
1357	Adamant hatchet	
1358	Adamant hatchet	noted; base=1357
1359	Rune hatchet	
1360	Rune hatchet	noted; base=1359
1361	Black hatchet	
1362	Black hatchet	noted; base=1361
1363	Iron battleaxe	
1364	Iron battleaxe	noted; base=1363
1365	Steel battleaxe	
1366	Steel battleaxe	noted; base=45453
1367	Black battleaxe	
1368	Black battleaxe	noted; base=1367
1369	Mithril battleaxe	
1370	Mithril battleaxe	noted; base=45480
1371	Adamant battleaxe	
1372	Adamant battleaxe	noted; base=45507
1373	Rune battleaxe	
1374	Rune battleaxe	noted; base=45534
1375	Bronze battleaxe	
1376	Bronze battleaxe	noted; base=1375
1377	Dragon battleaxe	
1378	Dragon battleaxe	noted; base=1377
1379	Staff	
1380	Staff	noted; base=1379
1381	Staff of air	
1382	Staff of air	noted; base=1381
1383	Staff of water	
1384	Staff of water	noted; base=1383
1385	Staff of earth	
1386	Staff of earth	noted; base=1385
1387	Staff of fire	
1388	Staff of fire	noted; base=1387
1389	Magic staff	
1390	Magic staff	noted; base=1389
1391	Battlestaff	
1392	Battlestaff	noted; base=1391
1393	Fire battlestaff	
1394	Fire battlestaff	noted; base=1393
1395	Water battlestaff	
1396	Water battlestaff	noted; base=1395
1397	Air battlestaff	
1398	Air battlestaff	noted; base=1397
1399	Earth battlestaff	
1400	Earth battlestaff	noted; base=1399
1401	Mystic fire staff	
1402	Mystic fire staff	noted; base=1401
1403	Mystic water staff	
1404	Mystic water staff	noted; base=1403
1405	Mystic air staff	
1406	Mystic air staff	noted; base=1405
1407	Mystic earth staff	
1408	Mystic earth staff	noted; base=1407
1409	Iban's staff	
1410	Iban's staff	
1411	Farmer's fork	
1412	Farmer's fork	noted; base=1411
1413	Halberd	
1414	Halberd	noted; base=1413
1415	Warhammer	
1416	Warhammer	noted; base=1415
1417	Javelin	
1418	Javelin	noted; base=1417
1419	Scythe	
1420	Iron mace	
1421	Iron mace	noted; base=1420
1422	Bronze mace	
1423	Bronze mace	noted; base=1422
1424	Steel mace	
1425	Steel mace	noted; base=45443
1426	Black mace	
1427	Black mace	noted; base=1426
1428	Mithril mace	
1429	Mithril mace	noted; base=45470
1430	Adamant mace	
1431	Adamant mace	noted; base=45497
1432	Rune mace	
1433	Rune mace	noted; base=45524
1434	Dragon mace	
1435	Dragon mace	noted; base=1434
1436	Rune essence	
1437	Rune essence	noted; base=1436
1438	Air talisman	
1439	Air talisman	noted; base=1438
1440	Earth talisman	
1441	Earth talisman	noted; base=1440
1442	Fire talisman	
1443	Fire talisman	noted; base=1442
1444	Water talisman	
1445	Water talisman	noted; base=1444
1446	Body talisman	
1447	Body talisman	noted; base=1446
1448	Mind talisman	
1449	Mind talisman	noted; base=1448
1450	Blood talisman	
1451	Blood talisman	noted; base=1450
1452	Chaos talisman	
1453	Chaos talisman	noted; base=1452
1454	Cosmic talisman	
1455	Cosmic talisman	noted; base=1454
1456	Death talisman	
1457	Death talisman	noted; base=1456
1458	Law talisman	
1459	Law talisman	noted; base=1458
1460	Soul talisman	
1461	Soul talisman	noted; base=1460
1462	Nature talisman	
1463	Nature talisman	noted; base=1462
1464	Archery ticket	
1465	Weapon poison	
1466	Sea slug	
1467	Damp sticks	
1468	Dry sticks	
1469	Broken glass	
1470	Red bead	
1471	Red bead	noted; base=1470
1472	Yellow bead	
1473	Yellow bead	noted; base=1472
1474	Black bead	
1475	Black bead	noted; base=1474
1476	White bead	
1477	White bead	noted; base=1476
1478	Amulet of accuracy	
1479	Amulet of accuracy	noted; base=1478
1480	Rock	
1481	Orb of light	
1482	Orb of light	
1483	Orb of light	
1484	Orb of light	
1485	Damp cloth	
1486	Piece of railing	
1487	Unicorn horn	
1488	Paladin's badge	
1489	Paladin's badge	
1490	Paladin's badge	
1491	Witch's cat	
1492	Doll of Iban	
1493	Old journal	
1494	History of Iban	
1495	Klank's gauntlets	
1496	Iban's dove	
1497	Amulet of Othanian	
1498	Amulet of Doomion	
1499	Amulet of Holthion	
1500	Iban's shadow	
1501	Dwarf brew	
1502	Iban's ashes	
1503	Warrant	
1504	Hangover cure	
1505	A magic scroll	
1506	Gas mask	
1507	A small key	
1508	A scruffy note	
1509	Book	
1510	Picture	
1511	Logs	
1512	Logs	noted; base=1511
1513	Magic logs	
1514	Magic logs	noted; base=1513
1515	Yew logs	
1516	Yew logs	noted; base=1515
1517	Maple logs	
1518	Maple logs	noted; base=1517
1519	Willow logs	
1520	Willow logs	noted; base=1519
1521	Oak logs	
1522	Oak logs	noted; base=1521
1523	Lockpick	
1524	Lockpick	noted; base=1523
1525	Grimy snake weed	
1526	Clean snake weed	
1527	Grimy ardrigal	
1528	Clean ardrigal	
1529	Grimy sito foil	
1530	Clean sito foil	
1531	Grimy volencia moss	
1532	Clean volencia moss	
1533	Grimy rogue's purse	
1534	Clean rogue's purse	
1535	Map part	
1536	Map part	
1537	Map part	
1538	Crandor map	
1539	Steel nails	
1540	Anti-dragon shield	
1541	Anti-dragon shield	noted; base=1540
1542	Maze key	
1543	Key	
1544	Key	
1545	Key	
1546	Key	
1547	Key	
1548	Key	
1549	Stake	
1550	Garlic	
1551	Garlic	noted; base=1550
1552	Doogle sardine	
1553	<unnamed>	
1554	<unnamed>	
1555	Pet kitten	
1556	Pet kitten	
1557	Pet kitten	
1558	Pet kitten	
1559	Pet kitten	
1560	Pet kitten	
1561	Pet cat	
1562	Pet cat	
1563	Pet cat	
1564	Pet cat	
1565	Pet cat	
1566	Pet cat	
1567	Overgrown cat	
1568	Overgrown cat	
1569	Overgrown cat	
1570	Overgrown cat	
1571	Overgrown cat	
1572	Overgrown cat	
1573	Doogle leaves	
1574	<unnamed>	
1575	Cat training medal	
1576	<unnamed>	
1577	Pete's candlestick	
1578	Pete's candlestick	noted; base=1577
1579	Master thief's armband	
1580	Ice gloves	
1581	Blamish snail slime	
1582	Blamish oil	
1583	Entranan firebird feather	
1584	ID papers	
1585	Oily fishing rod	
1586	Miscellaneous key	
1587	Miscellaneous key	noted; base=1586
1588	Grip's key	
1589	<unnamed>	
1590	Dusty key	
1591	Jail key	
1592	Ring mould	
1593	Ring mould	noted; base=1592
1594	Unholy mould	
1595	Amulet mould	
1596	Amulet mould	noted; base=1595
1597	Necklace mould	
1598	Necklace mould	noted; base=1597
1599	Holy mould	
1600	Holy mould	noted; base=1599
1601	Diamond	
1602	Diamond	noted; base=1601
1603	Ruby	
1604	Ruby	noted; base=1603
1605	Emerald	
1606	Emerald	noted; base=1605
1607	Sapphire	
1608	Sapphire	noted; base=1607
1609	Opal	
1610	Opal	noted; base=1609
1611	Jade	
1612	Jade	noted; base=1611
1613	Red topaz	
1614	Red topaz	noted; base=1613
1615	Dragonstone	
1616	Dragonstone	noted; base=1615
1617	Uncut diamond	
1618	Uncut diamond	noted; base=1617
1619	Uncut ruby	
1620	Uncut ruby	noted; base=1619
1621	Uncut emerald	
1622	Uncut emerald	noted; base=1621
1623	Uncut sapphire	
1624	Uncut sapphire	noted; base=1623
1625	Uncut opal	
1626	Uncut opal	noted; base=1625
1627	Uncut jade	
1628	Uncut jade	noted; base=1627
1629	Uncut red topaz	
1630	Uncut red topaz	noted; base=1629
1631	Uncut dragonstone	
1632	Uncut dragonstone	noted; base=1631
1633	Crushed gem	
1634	Crushed gem	noted; base=1633
1635	Gold ring	
1636	Gold ring	noted; base=1635
1637	Sapphire ring	
1638	Sapphire ring	noted; base=1637
1639	Emerald ring	
1640	Emerald ring	noted; base=1639
1641	Ruby ring	
1642	Ruby ring	noted; base=1641
1643	Diamond ring	
1644	Diamond ring	noted; base=1643
1645	Dragonstone ring	
1646	Dragonstone ring	noted; base=1645
1647	<unnamed>	
1648	<unnamed>	
1649	Sapphire ring	
1650	Emerald ring	
1651	Ruby ring	
1652	Diamond ring	
1653	Dragonstone ring	
1654	Gold necklace	
1655	Gold necklace	noted; base=1654
1656	Sapphire necklace	
1657	Sapphire necklace	noted; base=1656
1658	Emerald necklace	
1659	Emerald necklace	noted; base=1658
1660	Ruby necklace	
1661	Ruby necklace	noted; base=1660
1662	Diamond necklace	
1663	Diamond necklace	noted; base=1662
1664	Dragonstone necklace	
1665	Dragonstone necklace	noted; base=1664
1666	<unnamed>	
1667	<unnamed>	
1668	Sapphire necklace	
1669	Emerald necklace	
1670	Ruby necklace	
1671	Diamond necklace	
1672	Dragon necklace	
1673	Gold amulet	
1674	Gold amulet	noted; base=1673
1675	Sapphire amulet	
1676	Sapphire amulet	noted; base=1675
1677	Emerald amulet	
1678	Emerald amulet	noted; base=1677
1679	Ruby amulet	
1680	Ruby amulet	noted; base=1679
1681	Diamond amulet	
1682	Diamond amulet	noted; base=1681
1683	Dragonstone amulet	
1684	Dragonstone amulet	noted; base=1683
1685	<unnamed>	
1686	<unnamed>	
1687	Sapphire amulet	
1688	Emerald amulet	
1689	Ruby amulet	
1690	Diamond amulet	
1691	Dragonstone amulet	
1692	Gold amulet	
1693	Gold amulet	noted; base=1692
1694	Sapphire amulet	
1695	Sapphire amulet	noted; base=1694
1696	Emerald amulet	
1697	Emerald amulet	noted; base=1696
1698	Ruby amulet	
1699	Ruby amulet	noted; base=1698
1700	Diamond amulet	
1701	Diamond amulet	noted; base=1700
1702	Dragonstone amulet	
1703	Dragonstone amulet	noted; base=1702
1704	Amulet of glory	
1705	Amulet of glory	noted; base=1704
1706	Amulet of glory (1)	
1707	Amulet of glory (1)	noted; base=1706
1708	Amulet of glory (2)	
1709	Amulet of glory (2)	noted; base=1708
1710	Amulet of glory (3)	
1711	Amulet of glory (3)	noted; base=1710
1712	Amulet of glory (4)	
1713	Amulet of glory (4)	noted; base=1712
1714	Unstrung symbol	
1715	Unstrung symbol	noted; base=1714
1716	Unblessed symbol	
1717	Unblessed symbol	noted; base=1716
1718	Holy symbol	
1719	Holy symbol	noted; base=1718
1720	Unstrung emblem	
1721	Unstrung emblem	noted; base=1720
1722	Unpowered symbol	
1723	Unpowered symbol	noted; base=1722
1724	Unholy symbol	
1725	Amulet of strength	
1726	Amulet of strength	noted; base=1725
1727	Amulet of magic	
1728	Amulet of magic	noted; base=1727
1729	Amulet of defence	
1730	Amulet of defence	noted; base=1729
1731	Amulet of power	
1732	Amulet of power	noted; base=1731
1733	Needle	
1734	Thread	
1735	Shears	
1736	Shears	noted; base=1735
1737	Wool	
1738	Wool	noted; base=1737
1739	Cowhide	
1740	Cowhide	noted; base=1739
1741	Leather	
1742	Leather	noted; base=1741
1743	Hard leather	
1744	Hard leather	noted; base=1743
1745	Green dragon leather	
1746	Green dragon leather	noted; base=1745
1747	Black dragonhide	
1748	Black dragonhide	noted; base=1747
1749	Red dragonhide	
1750	Red dragonhide	noted; base=1749
1751	Blue dragonhide	
1752	Blue dragonhide	noted; base=1751
1753	Green dragonhide	
1754	Green dragonhide	noted; base=1753
1755	Chisel	
1756	Chisel	noted; base=1755
1757	Brown apron	
1758	Brown apron	noted; base=1757
1759	Ball of wool	
1760	Ball of wool	noted; base=1759
1761	Soft clay	
1762	Soft clay	noted; base=1761
1763	Red dye	
1764	Red dye	noted; base=1763
1765	Yellow dye	
1766	Yellow dye	noted; base=1765
1767	Blue dye	
1768	Blue dye	noted; base=1767
1769	Orange dye	
1770	Orange dye	noted; base=1769
1771	Green dye	
1772	Green dye	noted; base=1771
1773	Purple dye	
1774	Purple dye	noted; base=1773
1775	Molten glass	
1776	Molten glass	noted; base=1775
1777	Bowstring	
1778	Bowstring	noted; base=1777
1779	Flax	
1780	Flax	noted; base=1779
1781	Soda ash	
1782	Soda ash	noted; base=1781
1783	Bucket of sand	
1784	Bucket of sand	noted; base=1783
1785	Glassblowing pipe	
1786	Glassblowing pipe	noted; base=1785
1787	Pot (unfired)	
1788	Pot (unfired)	noted; base=1787
1789	Pie dish (unfired)	
1790	Pie dish (unfired)	noted; base=1789
1791	Bowl (unfired)	
1792	Bowl (unfired)	noted; base=1791
1793	Woad leaf	
1794	Bronze wire	
1795	Bronze wire	noted; base=1794
1796	Silver necklace	
1797	Silver necklace	
1798	Silver cup	
1799	Silver cup	
1800	Silver bottle	
1801	Silver bottle	
1802	Silver book	
1803	Silver book	
1804	Silver needle	
1805	Silver needle	
1806	Silver pot	
1807	Silver pot	
1808	Criminal's thread	
1809	Criminal's thread	
1810	Criminal's thread	
1811	Flypaper	
1812	Pungent pot	
1813	Criminal's dagger	
1814	Criminal's dagger	
1815	Killer's print	
1816	Anna's print	
1817	Bob's print	
1818	Carol's print	
1819	David's print	
1820	Elizabeth's print	
1821	Frank's print	
1822	Unknown print	
1823	Waterskin (4)	
1824	Waterskin (4)	noted; base=1823
1825	Waterskin (3)	
1826	Waterskin (3)	noted; base=1825
1827	Waterskin (2)	
1828	Waterskin (2)	noted; base=1827
1829	Waterskin (1)	
1830	Waterskin (1)	noted; base=1829
1831	Waterskin (0)	
1832	Waterskin (0)	noted; base=1831
1833	Desert shirt	
1834	Desert shirt	noted; base=1833
1835	Desert robe	
1836	Desert robe	noted; base=1835
1837	Desert boots	
1838	Desert boots	noted; base=1837
1839	Metal key	
1840	Cell door key	
1841	Barrel	
1842	Ana in a barrel	
1843	Wrought iron key	
1844	Slave shirt	
1845	Slave robe	
1846	Slave boots	
1847	Scrumpled paper	
1848	<unnamed>	
1849	Prototype dart	
1850	Technical plans	
1851	Tenti pineapple	
1852	Bedabin key	
1853	Prototype dart tip	
1854	Shantay pass	
1855	Punishment rock	
1856	Guide book	
1857	Totem	
1858	Address label	
1859	Raw ugthanki meat	
1860	Raw ugthanki meat	noted; base=1859
